"lang"
{ 
	"Language" "English" 
		"DOTA_Tooltip_modifier_pudge_flesh_heap_buff_Description"                                           "Blocking %dMODIFIER_PROPERTY_TOTAL_CONSTANT_BLOCK% damage after reductions."
		
		"DOTA_Tooltip_ability_pudge_dismember_Description"													"CHANNELED - Pudge chows down on an enemy unit, disabling it and dealing <font color='#2E6F40'>Lifestealing</font> damage over time. Pudge pulls the unit at a rate of %pull_units_per_second% units, up to a minimum of %pull_distance_limit% range."
		"DOTA_Tooltip_ability_pudge_dismember_Facet_pudge_rotten_giant"										"Cast range is increased and is now a %aoe_radius% radius point-targeted ability. Pudge gains Strength every second for each affected Hero."
		"DOTA_Tooltip_ability_pudge_dismember_Facet_pudge_flesh_carver"										"While Dismembering, Pudge gains stacking outgoing damage amplification every tick. Duration is refreshed each stack."
		"DOTA_Tooltip_ability_pudge_dismember_AbilityCastRange"												"CAST RANGE:"
		"DOTA_Tooltip_ability_pudge_dismember_aoe_radius"													"RADIUS:"
		"DOTA_Tooltip_ability_pudge_dismember_gluttony_damage_bonus"										"%DAMAGE AMP/TICK:"
		"DOTA_Tooltip_ability_pudge_dismember_gluttony_damage_bonus_duration"								"DAMAGE AMP DURATION:"
		"DOTA_Tooltip_modifier_pudge_dismember_channeled"													"Dismember - Channel"
		"DOTA_Tooltip_modifier_pudge_dismember_channeled_Description"										"Taking damage and healing Pudge."
		"DOTA_Tooltip_modifier_pudge_dismember_flesh_carver"												"Dismember - Flesh Carver"
		"DOTA_Tooltip_modifier_pudge_dismember_flesh_carver_Description"									"Outgoing damage dealt increased by %dMODIFIER_PROPERTY_TOTALDAMAGEOUTGOING_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_pudge_dismember_rotten_giant"												"Dismember - Rotten Giant"
		"DOTA_Tooltip_modifier_pudge_dismember_rotten_giant_Description"									"Strength increased by %dMODIFIER_PROPERTY_STATS_STRENGTH_BONUS%."
		
		//Puck
		"DOTA_Tooltip_ability_puck_phase_shift_Description"													"CHANNELED - Puck briefly shifts into another dimension where it is immune from harm. Lingers for %linger_duration% seconds after exiting the channel.\n\nThe cooldown of this ability only ends after Puck stops channeling."
		
		//Pugna
		"DOTA_Tooltip_ability_pugna_decrepify_Description"													"A powerful banishing spell that increases the healing of affected allies and makes them immune to being attacked. Afflicted enemies take extra magic damage and are slowed, while being unable to attack instead. Can be cast while channeling."
		"DOTA_Tooltip_ability_pugna_nether_ward_Description"                                                "Pugna places a Nether Ward at the target location. The ward will fire every interval dealing damage to all units in range. Enemies zapped have their spell damage reduced for %debuff_duration% seconds."
		"DOTA_Tooltip_ability_pugna_nether_ward_ebf_changes"                                      			"Fires automatically on an interval, instead of when an enemy casts a spell."
		"DOTA_Tooltip_ability_pugna_nether_ward_shard_description"											"When Life Drain is applied to a unit within a Nether Ward's radius, all allied units within Nether Ward's radius are healed."	
		"DOTA_Tooltip_ability_pugna_nether_ward_spell_damage_reduction"                                     "%SPELL DAMAGE REDUCTION:"
		"DOTA_Tooltip_ability_pugna_nether_ward_attack_rate"                                    			"WARD ATTACK RATE:"
		"DOTA_Tooltip_ability_pugna_nether_ward_mana_multiplier"                                            ""
		"DOTA_Tooltip_ability_pugna_nether_ward_Facet_pugna_siphoning_ward"									"Nether Ward restores mana and health to Pugna based on how much damage is dealt."
		"DOTA_Tooltip_ability_pugna_nether_ward_mana_restore_pct"											"%DAMAGE TO MANA:"
		"DOTA_Tooltip_ability_pugna_nether_ward_health_restore_pct"											"%DAMAGE TO HEALTH:"
		
		"DOTA_Tooltip_ability_pugna_life_drain_Description"													"When an enemy unit within the radius is affected by one of your spells, that unit has its life drained by you. For the duration, a tether forms that deals damage to the enemy unit and heals you.\nLife Drain can only affect one hero when triggered, but has no limit to creeps if Life Drain was triggered by an area of effect spell. Healing from creeps is reduced by %creep_pct%%%%.\nThe tether is broken when you are silenced, stunned or the enemy unit moves more than %drain_buffer% further than the effect radius.\nRestores mana if at full health instead."
		"DOTA_Tooltip_ability_pugna_life_drain_health_drain"												"DAMAGE"
		"DOTA_Tooltip_ability_pugna_life_drain_heal_pct"													"%DAMAGE TO HEAL:"
		"DOTA_Tooltip_ability_pugna_life_drain_duration"													"DURATION:"
		"DOTA_Tooltip_ability_pugna_life_drain_shard_description"											""
		"DOTA_Tooltip_ability_pugna_life_drain_scepter_description"											"Reduces cooldown to %AbilityCooldown%s. Life Drain reduces an affected creature's outgoing spell damage by %spell_amp_drain_rate%%% per second up to a maximum of %spell_amp_drain_max%%% and increases his own by the same amount. Debuff and buff lasts %spell_amp_drain_duration% seconds."
		"DOTA_Tooltip_ability_pugna_life_drain_ebf_changes"                                      			"Is now a passive that automatically triggers when casting spells."
		
		"DOTA_Tooltip_modifier_pugna_life_drain_tether"														"Life Drain - Tether"
		"DOTA_Tooltip_modifier_pugna_life_drain_tether_Description"											"Connected to Pugna's Life Drain"
		
		"DOTA_Tooltip_modifier_pugna_life_drain_tether_spell_amp"											"Life Drain - Spell Amplification"
		"DOTA_Tooltip_modifier_pugna_life_drain_tether_spell_amp_Description"								"Gaining (ally) or losing (enemy) %dMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%% spell amplification."
		
		//Shadow Shaman
		"DOTA_Tooltip_ability_shadow_shaman_shackles_total_damage"                                          "TOTAL DAMAGE:"
		"DOTA_Tooltip_ability_shadow_shaman_shackles_total_heal"                                            "TOTAL HEAL:"
		"DOTA_Tooltip_ability_shadow_shaman_shackles_radius"                                            	"RADIUS:"
		"DOTA_Tooltip_ability_shadow_shaman_voodoo"                                                         "Counterhex"
		"DOTA_Tooltip_ability_shadow_shaman_voodoo_Description"                                             "When cast on an enemy unit, Hexes them, and amplifies the damage they take for a duration.\n\nAutomatically cast on enemies when Shadow Shaman is attacked or damaged, additionally amplifying the damage they receive. The effect lingers for %linger_duration%, potentially Hexing other attackers.\n\nTurning Auto-Cast on disables the passive component."
		"DOTA_Tooltip_ability_shadow_shaman_voodoo_ebf_changes"                                      		"Is now a passive that automatically Hexes when attacked."
		"DOTA_Tooltip_modifier_shadow_shaman_bound_shackles"                                                "Shackles - Debuff"
		"DOTA_Tooltip_modifier_shadow_shaman_bound_shackles_Description"                                    "Shackled"
		"DOTA_Tooltip_modifier_shadow_shaman_voodoo_effect"                                                 "Counterhex - Effect"
		"DOTA_Tooltip_modifier_shadow_shaman_voodoo_effect_Description"                                     "Attackers are getting hexed."
		"DOTA_Tooltip_ability_shadow_shaman_voodoo_Facet_shadow_shaman_cluster_cluck"						"Can be cast on allies to apply a basic dispel and grant them the effect of Counterhex."
		
		"DOTA_Tooltip_ability_shadow_shaman_hex_ward"														"Hex Ward"
		"DOTA_Tooltip_ability_shadow_shaman_hex_ward_Description"											"Places a ward that has a chance to hex it's enemies."
		"DOTA_Tooltip_ability_shadow_shaman_hex_ward_Lore"													"Shadow Shaman's mystical ward that transforms enemies into harmless creatures."
		"DOTA_Tooltip_ability_shadow_shaman_hex_ward_hex_duration_min"										"MINIMUM HEX DURATION:"
		"DOTA_Tooltip_ability_shadow_shaman_hex_ward_hex_duration_max"										"MAXIMUM HEX DURATION:"
		"DOTA_Tooltip_ability_shadow_shaman_hex_ward_hex_chance"											"HEX CHANCE %:"
		"DOTA_Tooltip_ability_shadow_shaman_hex_ward_ward_duration"											"WARD DURATION:"
		"DOTA_Tooltip_ability_shadow_shaman_hex_ward_radius"												"RADIUS:"

		"DOTA_Tooltip_modifier_shadow_shaman_hex_ward_hex"													"Hex ward is Watching you!"

		"DOTA_Tooltip_ability_shadow_shaman_mass_serpent_ward_scepter_description"							"Serpent Ward attack rate is increased by %scepter_attack_speed%%% and if no enemies are within attack radius, it teleports to be within %scepter_range% units of Shadow Shaman."
		"DOTA_Tooltip_ability_shadow_shaman_mass_serpent_ward_shard_description"							"Whenever one of Shaman's abilities goes on cooldown, spawns a Serpent Ward within %shard_radius% radius of him. Serpent Ward lasts %shard_duration% seconds."
		
		//Timbersaw
		"DOTA_Tooltip_ability_shredder_whirling_death_Description"                                          "Timbersaw whirls extremely sharp edges, damaging enemies and destroying trees around him in an area. Whirling Death will deal bonus damage per tree destroyed.\n\nWhirling Death also reduces the base armor and base damage of a unit affected for a duration."
		"DOTA_Tooltip_ability_shredder_whirling_death_stat_loss_pct"                                        "%BASE ARMOR AND DAMAGE LOSS:"
		"DOTA_Tooltip_modifier_shredder_whirling_death_enemy"                                               "Whirling Death - Debuff"
		"DOTA_Tooltip_modifier_shredder_whirling_death_enemy_Description"                                   "Armor and attack damage reduced."
		
		//Silencer
		"DOTA_Tooltip_ability_silencer_glaives_of_wisdom_Description"                                       "Silencer enchants his glaives with his wisdom, dealing additional damage based on his Intelligence. Silencer temporarily gain Intelligence with each hit if the target is considered a Hero."
		"DOTA_Tooltip_ability_silencer_glaives_of_wisdom_int_steal"                                         "INTELLIGENCE/ATTACK:"
		"DOTA_Tooltip_ability_silencer_glaives_of_wisdom_shard_description"                                 "Every %stacks_for_silence% attacks, Glaives silence the enemy hit for %silence_duration% seconds. Additionally, it increases the Intelligence stolen per attack and per kill."
		"DOTA_Tooltip_modifier_silencer_glaives_of_wisdom_autocast"                                         "Glaives of Wisdom - Permanent Intelligence"
		"DOTA_Tooltip_modifier_silencer_glaives_of_wisdom_autocast_Description"                             "Gaining %dMODIFIER_PROPERTY_STATS_INTELLECT_BONUS% permanent Intelligence."
		"DOTA_Tooltip_modifier_silencer_glaives_of_wisdom_intellect_bonus"                                  "Glaives of Wisdom - Temporary Intelligence"
		"DOTA_Tooltip_modifier_silencer_glaives_of_wisdom_intellect_bonus_Description"                      "Gaining %dMODIFIER_PROPERTY_STATS_INTELLECT_BONUS% temporary Intelligence."
		"DOTA_Tooltip_modifier_silencer_glaives_of_wisdom_shard"                                            "Glaives of Wisdom - Attacks For Silence"
		"DOTA_Tooltip_modifier_silencer_glaives_of_wisdom_shard_Description"                                "Silenced after a number of attacks."
		
		//Wraith King
		"DOTA_Tooltip_ability_skeleton_king_reincarnation_scepter_description"                              "Reduces cooldown by %scepter_cooldown_tooltip%%%. If a nearby allied hero is slain, they will be transformed into a wraith and have their death delayed and gain bonus attack and movement speed."
		
		//Skywrath Mage
		"DOTA_Tooltip_modifier_skywrath_mage_ancient_seal_debuff"											"Ancient Seal - Debuff"
		"DOTA_Tooltip_modifier_skywrath_mage_ancient_seal_debuff_Description"								"Magic resistance reduced by %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%%"
		"DOTA_Tooltip_ability_skywrath_mage_shield_of_the_scion"                                            "Shield of the Scion"
		"DOTA_Tooltip_ability_skywrath_mage_shield_of_the_scion_Description"								"Every time Skywrath Mage deals magic damage to an enemy with an ability, he gains a magic damage barrier equal to %damage_barrier_base% + %damage_barrier_per_level% per his hero level, creeps provide %creep_pct%%% less barrier. Each buff stacks independently."
		"DOTA_Tooltip_ability_skywrath_mage_staff_of_the_scion_Description"									"Every time Skywrath Mage deals magic damage to an enemy with an ability, he reduces all his ability cooldowns by %cooldown_reduction%s. Creeps have a %creep_chance%%% chance to reduce cooldowns instead"
		"DOTA_Tooltip_modifier_skywrath_mage_shield_of_the_scion_handler"                                   "Shield of the Scion"
		"DOTA_Tooltip_modifier_skywrath_mage_shield_of_the_scion_handler_Description"                       "Gaining %dMODIFIER_PROPERTY_STATS_INTELLECT_BONUS% intelligence and %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% armor."
		
		
		//Slark
		"DOTA_Tooltip_ability_slark_essence_shift_agi_gain"                                                 "AGILITY GAINED/HIT:"
		"DOTA_Tooltip_ability_slark_essence_shift_debuff_armor"                                             "ARMOR REDUCTION:"
		"DOTA_Tooltip_ability_slark_essence_shift_debuff_slow"                                              "%MOVEMENT SLOW:"
		"DOTA_Tooltip_ability_slark_essence_shift_Description"                                              "Slark steals the life essence of enemy heroes with his attacks, slowing their movement speed and reducing their armor while gaining bonus Agility, Strength and Intelligence. Slark gains more Agility than Strength and Intelligence. If Slark kills an affected enemy hero, he permanently gains some Agility."
		"DOTA_Tooltip_ability_slark_essence_shift_ebf_changes"                                      		"Grants Slark Intelligence and Strength on hit."
		"DOTA_Tooltip_ability_slark_essence_shift_duration"                                                 "DURATION:"
		"DOTA_Tooltip_ability_slark_essence_shift_int_gain"                                                 "INTELLIGENCE GAINED/HIT:"
		"DOTA_Tooltip_ability_slark_essence_shift_Note2"                                                    "To permanently steal Agility, Slark doesn't need to land the killing blow, as long as the enemy hero is killed within 300 range of Slark while having the Essence Shift debuff."
		"DOTA_Tooltip_ability_slark_essence_shift_permanent_agi"                                            "AGILITY GAINED/KILL:"
		"DOTA_Tooltip_ability_slark_essence_shift_str_gain"                                                 "STRENGTH GAINED/HIT:"
